Name,Pronouns,UFL Email,Phone,Socials,Year,Major,Other Orgs,"Role (0=Big,1=Little)",Preferred Littles,Preferred Bigs,Pairing Requests (Optional),"On/Off Campus (0=On,1=Off)","Has Car (0=No,1=Yes)",Ideal Big/Little,Looking For ACE,Free Time,Hobbies,Favorite Artists/Songs,Icks,Talk for Hours About,Self Description,Best Joke,Favorite Food,"EarlyBird/NightOwl (0=Early,1=Night)",Extroversion (1-5),Good Advice (1-5),Plans Style (1-5),Study Frequency (1-5),Gym Frequency (1-5),Spending Habits (1-5),Friday Night,Additional Info (Optional)
Jessica Mccall,they/them,jenny889@ufl.edu,(142)368-3707x396,@lisa66,2,Computer Science,None,0,3.0,,,0,1,Supportive and caring,Guide underclassmen,traveling,"cooking, music, photography",Joji - EDM,Talking over others,sports,Particularly anything manager less agent after consumer rich ball common dinner.,Why did the scarecrow get promoted? He was outstanding in his field.,American,1,5,3,3,4,5,5,movie night,
Jason Kennedy,they/them,william382@ufl.edu,001-382-632-9136x13951,@andrew99,2,Data Science,None,0,5.0,,,1,1,Chill and introverted,Network and make friends,painting,gaming,Post Malone - Lo-fi,Chewing loudly,AI & tech,My song write particularly teach six seven interesting visit others.,Why did the scarecrow get promoted? He was outstanding in his field.,Asian,0,4,5,3,3,4,4,movie night,
Thomas Fisher MD,she/her,kayla882@ufl.edu,001-909-504-7805x15585,@lisa14,2,Marketing,CSA,0,5.0,,,0,1,Shares similar hobbies,Meet new people,movies,"cooking, movies, painting",The Weeknd - R&B,Chewing loudly,sports,Table local clearly water big cold possible hair red face son party spend father stage.,Why don’t skeletons fight each other? They don’t have the guts.,American,1,3,5,5,2,4,5,gaming all night,I love hanging out at Plaza of Americas
Amy Bates,he/him,mandy154@ufl.edu,+1-014-277-9981,@erika91,1,Finance,AAA,0,4.0,,,1,0,Shares similar hobbies,Network and make friends,movies,painting,Drake - Indie,Overusing emojis,fashion trends,Imagine mother either create myself white everyone entire quality rather some wide drive particularly close herself.,I only know 25 letters of the alphabet. I don’t know y.,Italian,0,5,5,5,3,2,3,sleeping early,
Dawn Phillips,he/him,michael626@ufl.edu,001-866-988-2742x51524,@daniel33,2,Computer Science,VSO,0,5.0,,Prefer someone same major,0,0,Chill and introverted,Meet new people,traveling,traveling,Taylor Swift - Indie,Talking over others,gaming strategies,Finally suddenly level land real cultural sit mouth.,Why don’t skeletons fight each other? They don’t have the guts.,Greek/Mediterranean,1,3,4,3,5,2,4,dinner with friends,I love hanging out at Plaza of Americas
Cynthia James,she/her,cynthia734@ufl.edu,001-149-012-1701x62423,@diane36,2,Finance,HSA,0,3.0,,Prefer someone same major,1,1,Chill and introverted,Network and make friends,photography,"traveling, reading",SZA - Indie,Chewing loudly,fashion trends,Provide read peace involve could mind throughout fly do specific center direction.,Why did the scarecrow get promoted? He was outstanding in his field.,Asian,0,4,4,3,5,3,1,gaming all night,I love hanging out at Plaza of Americas
John Shah,he/him,anthony887@ufl.edu,255.998.3757x8694,@steven14,1,Computer Science,AAA,0,4.0,,Prefer someone same major,1,0,Fun and outgoing,Meet new people,traveling,"cooking, music",The Weeknd - Indie,Talking over others,gaming strategies,Argue behind election goal tell until weight of social must how fine.,Why don’t skeletons fight each other? They don’t have the guts.,Asian,1,3,3,5,4,2,2,studying at Marston,Looking for study buddies
Tyler Arnold,she/her,christine406@ufl.edu,(504)031-4171x3921,@sarah15,1,Data Science,None,0,3.0,,Prefer someone same major,1,1,Supportive and caring,Find a mentor,gaming,"reading, painting, music",SZA - Rock,Overusing emojis,gaming strategies,Stuff hold especially read both quite player low election determine everyone region expect.,I only know 25 letters of the alphabet. I don’t know y.,Italian,1,5,3,3,2,3,1,studying at Marston,
Amber Gibson,they/them,denise475@ufl.edu,(530)096-8918,@brittany73,2,Mechanical Engineering,HSA,0,1.0,,Prefer someone also into K-pop,0,1,Supportive and caring,Guide underclassmen,reading,"cooking, traveling, reading",The Weeknd - R&B,Chewing loudly,movies & TV shows,Watch science school happy news pretty market west form today necessary outside rate bad.,I only know 25 letters of the alphabet. I don’t know y.,Greek/Mediterranean,1,3,4,3,4,3,2,sleeping early,
Patrick Rice,they/them,matthew739@ufl.edu,001-672-836-1172x20702,@jessica3,2,Finance,HSA,0,1.0,,Prefer someone from AAA,0,1,Fun and outgoing,Guide underclassmen,photography,"cooking, painting",NewJeans - Rock,Bad hygiene,fashion trends,She data series result good nearly enjoy wife tell kind cover wonder.,Why don’t skeletons fight each other? They don’t have the guts.,Italian,0,5,5,3,4,3,2,dinner with friends,I love hanging out at Plaza of Americas
Emily Simpson,they/them,anna980@ufl.edu,019.985.1782x560,@jeremy77,1,Biology,CSA,0,1.0,,Prefer someone also into K-pop,0,0,Supportive and caring,Meet new people,cooking,"photography, painting",Joji - Hip-hop,Overusing emojis,AI & tech,Alone interview reveal describe because present low worry assume woman step.,I only know 25 letters of the alphabet. I don’t know y.,Mexican,1,4,4,4,4,4,3,gaming all night,
Brett Martinez,he/him,jacqueline660@ufl.edu,317-736-3579,@stephen4,2,Finance,HSA,0,2.0,,,0,0,Supportive and caring,Meet new people,gym,traveling,SZA - Rock,Chewing loudly,movies & TV shows,Moment expert forget old must use character especially find travel major heart man trade meet across.,Why did the scarecrow get promoted? He was outstanding in his field.,Greek/Mediterranean,1,5,5,4,3,4,1,movie night,
Nicole Nelson,they/them,lisa333@ufl.edu,0907030157,@miguel97,2,Computer Science,VSO,0,1.0,,Prefer someone from AAA,1,0,Shares similar hobbies,Meet new people,photography,reading,Joji - Indie,Overusing emojis,sports,Anyone believe between month respond thing other international actually vote certain positive situation campaign various.,Why don’t skeletons fight each other? They don’t have the guts.,Greek/Mediterranean,0,5,5,4,4,2,5,studying at Marston,
Diana Gonzalez,she/her,laura956@ufl.edu,001-092-021-9573x019,@donald59,2,Finance,VSO,0,3.0,,Prefer someone same major,0,0,Fun and outgoing,Guide underclassmen,reading,movies,NewJeans - Pop,Being late,sports,Hand difference price others determine seek able assume claim tough.,What do you call fake spaghetti? An impasta!,Greek/Mediterranean,0,5,3,5,4,3,1,dinner with friends,
Marvin Martinez,he/him,natalie176@ufl.edu,001-977-416-5942x278,@shawn52,2,Biology,CSA,0,2.0,,Prefer someone same major,1,0,Fun and outgoing,Find a mentor,traveling,"reading, painting",Joji - Pop,Bad hygiene,gaming strategies,Look school resource clear become board kind year.,Why did the scarecrow get promoted? He was outstanding in his field.,Mexican,0,5,5,4,5,2,2,gaming all night,Looking for study buddies
Belinda Downs,she/her,melissa828@ufl.edu,2534477557,@andrew3,1,Computer Science,VSO,0,1.0,,Prefer someone also into K-pop,0,1,Supportive and caring,Find a mentor,reading,"gym, gaming",NewJeans - EDM,Overusing emojis,fashion trends,Debate girl because tonight political will enter together will word decade other type along war foot.,I only know 25 letters of the alphabet. I don’t know y.,American,1,4,3,5,4,3,4,studying at Marston,Looking for study buddies
Lisa Smith,she/her,anne921@ufl.edu,7267317227,@breanna10,2,Finance,HSA,0,4.0,,,1,1,Chill and introverted,Meet new people,gym,"painting, music",Post Malone - Hip-hop,Chewing loudly,gaming strategies,Change open forward and less area director whether process around able myself.,I only know 25 letters of the alphabet. I don’t know y.,Mexican,1,4,3,4,5,5,5,sleeping early,
Alex Wilson,they/them,kevin417@ufl.edu,0934909525,@marc58,2,Data Science,FSA,0,1.0,,Prefer someone also into K-pop,0,1,Shares similar hobbies,Guide underclassmen,painting,"painting, music",Taylor Swift - Hip-hop,Overusing emojis,k-pop gossip,Investment before difference experience free various child she.,Why don’t skeletons fight each other? They don’t have the guts.,American,0,4,5,5,2,3,2,going out,
Kenneth Scott,they/them,james117@ufl.edu,001-517-550-6821x5965,@jennifer92,1,Data Science,AAA,0,3.0,,Prefer someone same major,0,0,Supportive and caring,Meet new people,reading,painting,Post Malone - Lo-fi,Being late,AI & tech,Information add that center determine return movie avoid glass.,I only know 25 letters of the alphabet. I don’t know y.,Mexican,0,3,3,5,5,1,3,dinner with friends,
Robert Watson,they/them,richard399@ufl.edu,001-217-736-2154x554,@michael44,1,Biology,CSA,0,2.0,,,0,0,Shares similar hobbies,Find a mentor,movies,movies,Joji - Pop,Bad hygiene,AI & tech,Section back environment kind information example enjoy face quickly she particularly ready myself.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,0,4,4,4,2,2,1,going out,I love hanging out at Plaza of Americas
Matthew Larson,he/him,evan790@ufl.edu,+1-098-640-4269x4602,@renee28,1,Computer Science,VSO,0,3.0,,Prefer someone from AAA,0,1,Chill and introverted,Find a mentor,reading,gaming,Taylor Swift - Lo-fi,Overusing emojis,sports,Itself growth some dream hotel whom realize for level yet she process alone seek sometimes dark.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,1,4,5,4,5,4,1,dinner with friends,Looking for study buddies
Anthony Alexander,he/him,tyler635@ufl.edu,411-200-2303,@david91,1,Computer Science,VSO,0,5.0,,Prefer someone from AAA,0,0,Supportive and caring,Meet new people,gym,"movies, reading, photography",Taylor Swift - Pop,Overusing emojis,k-pop gossip,Leader identify draw open community truth challenge field information price.,What do you call fake spaghetti? An impasta!,Mexican,1,5,3,3,5,5,1,movie night,
David Holt,they/them,denise725@ufl.edu,195-411-7850x989,@sophia56,1,Biology,VSO,0,2.0,,Prefer someone same major,0,0,Supportive and caring,Find a mentor,gaming,"gym, music",The Weeknd - Hip-hop,Chewing loudly,movies & TV shows,Ground least thing rule prepare Mrs degree garden million.,I only know 25 letters of the alphabet. I don’t know y.,Italian,1,3,3,3,4,1,5,studying at Marston,I love hanging out at Plaza of Americas
Mr. Christopher Smith,they/them,jonathan916@ufl.edu,165.916.5142x933,@jose75,2,Finance,FSA,0,1.0,,Prefer someone from AAA,1,0,Chill and introverted,Guide underclassmen,traveling,"movies, photography",Joji - Rock,Overusing emojis,sports,Full ability central finally feel within discover particularly choose.,What do you call fake spaghetti? An impasta!,American,1,3,5,3,4,1,4,sleeping early,I love hanging out at Plaza of Americas
Harry Brown,they/them,christina296@ufl.edu,001-069-148-3153x476,@michael50,1,Data Science,AAA,0,1.0,,Prefer someone same major,0,1,Supportive and caring,Guide underclassmen,traveling,"traveling, music",The Weeknd - K-pop,Being late,fashion trends,Class church only region simple kind short street other not her economic.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,1,5,5,3,3,4,5,sleeping early,Looking for study buddies
Christopher Schroeder,she/her,pam520@ufl.edu,3146636684,@daniel65,1,Mechanical Engineering,AAA,0,1.0,,Prefer someone same major,0,0,Chill and introverted,Meet new people,movies,"photography, movies, gym",The Weeknd - K-pop,Talking over others,movies & TV shows,Style almost total tough should conference member home whether box.,I only know 25 letters of the alphabet. I don’t know y.,I would literally eat anything,0,4,3,4,2,2,1,sleeping early,
Kelly Martin,he/him,christopher673@ufl.edu,+1-122-737-5768x529,@dana18,2,Marketing,HSA,0,4.0,,Prefer someone also into K-pop,0,1,Shares similar hobbies,Network and make friends,cooking,"music, gaming",NewJeans - Rock,Being late,k-pop gossip,Tonight situation leader structure under fund require investment before inside born them sometimes seek.,Why did the scarecrow get promoted? He was outstanding in his field.,Italian,1,3,4,5,5,1,5,dinner with friends,
Mrs. Carla Gonzalez DVM,they/them,gregory405@ufl.edu,4624709938,@stephanie52,1,Marketing,HSA,0,4.0,,,0,1,Supportive and caring,Meet new people,cooking,"traveling, music",Taylor Swift - K-pop,Overusing emojis,AI & tech,Put allow sister find story meet decide west during.,Why don’t skeletons fight each other? They don’t have the guts.,Italian,0,3,5,3,2,5,5,sleeping early,
Cassidy Davidson,they/them,susan916@ufl.edu,622-282-5132x8370,@donna45,2,Biology,AAA,0,5.0,,Prefer someone from AAA,1,0,Shares similar hobbies,Meet new people,cooking,"gym, cooking",The Weeknd - K-pop,Chewing loudly,AI & tech,Enough main back consider office from recent debate mother billion section staff deep throw instead.,What do you call fake spaghetti? An impasta!,Asian,1,5,5,3,2,1,3,dinner with friends,
Carla Mclaughlin,he/him,antonio643@ufl.edu,001-133-773-2678x2949,@melanie23,2,Finance,HSA,0,3.0,,,1,0,Shares similar hobbies,Network and make friends,movies,"movies, cooking",Joji - Rock,Overusing emojis,movies & TV shows,Already establish improve pay part establish small involve land computer cup.,Why don’t skeletons fight each other? They don’t have the guts.,American,0,5,4,5,4,4,4,sleeping early,
Mrs. Cindy Gonzales,he/him,james82@ufl.edu,001-913-317-4407x447,@michael31,1,Computer Science,None,0,3.0,,Prefer someone also into K-pop,0,1,Shares similar hobbies,Guide underclassmen,gaming,"photography, cooking",SZA - Indie,Being late,AI & tech,Write beat there federal happy specific size cultural call evening as allow.,What do you call fake spaghetti? An impasta!,Italian,1,5,5,4,3,1,5,movie night,
David Castillo,she/her,michael439@ufl.edu,579-594-1432x7828,@jennifer15,1,Data Science,VSO,0,4.0,,Prefer someone same major,0,0,Shares similar hobbies,Guide underclassmen,music,photography,Drake - Hip-hop,Bad hygiene,k-pop gossip,National executive no plan instead far value reality spend if beyond central when administration doctor determine.,I only know 25 letters of the alphabet. I don’t know y.,Mexican,1,4,3,5,4,4,1,movie night,Looking for study buddies
Derek Johnson,he/him,grace425@ufl.edu,560-317-4170x52448,@matthew41,2,Computer Science,VSO,0,4.0,,Prefer someone also into K-pop,1,1,Fun and outgoing,Network and make friends,painting,"painting, gaming",SZA - R&B,Chewing loudly,k-pop gossip,Claim maintain firm likely region maybe almost respond ground sport during so these.,Why don’t skeletons fight each other? They don’t have the guts.,American,1,3,3,5,2,1,4,gaming all night,I love hanging out at Plaza of Americas
Douglas Snyder,he/him,aaron527@ufl.edu,430.188.5757x85195,@jason95,1,Computer Science,AAA,0,2.0,,,0,0,Supportive and caring,Meet new people,reading,reading,Taylor Swift - R&B,Overusing emojis,fashion trends,Now rock me rich add probably commercial scene drug hard after include figure research.,Why don’t skeletons fight each other? They don’t have the guts.,Asian,1,5,3,4,4,3,1,gaming all night,Looking for study buddies
Mr. Brian Erickson,they/them,tina124@ufl.edu,8246895727,@william37,2,Data Science,HSA,0,1.0,,,1,0,Shares similar hobbies,Meet new people,movies,gaming,Joji - Lo-fi,Chewing loudly,sports,Support out painting view traditional friend trouble continue process billion card.,I only know 25 letters of the alphabet. I don’t know y.,Greek/Mediterranean,0,4,3,4,3,2,2,studying at Marston,
William Jackson,she/her,richard158@ufl.edu,(400)014-7487,@melissa64,1,Marketing,FSA,0,4.0,,,0,0,Chill and introverted,Guide underclassmen,music,"traveling, photography, painting",Joji - Lo-fi,Bad hygiene,movies & TV shows,Million house consumer fast choose left protect carry.,What do you call fake spaghetti? An impasta!,Italian,0,5,5,3,3,4,2,movie night,
Jeffrey Bowen MD,they/them,victor306@ufl.edu,427.566.1824x915,@nathan46,2,Computer Science,FSA,0,1.0,,Prefer someone same major,0,1,Fun and outgoing,Guide underclassmen,traveling,"traveling, photography",Taylor Swift - Hip-hop,Talking over others,movies & TV shows,Bad medical religious billion heart mouth certain level green source nice he actually north community.,What do you call fake spaghetti? An impasta!,I would literally eat anything,0,5,5,3,5,4,2,movie night,Looking for study buddies
